country,year,milex_constant_usd_m,milex_share_gdp
France,2024,63134.97033607691,2.052576878606367
Georgia,2018,447.9516592030052,1.86470954721815
Georgia,2019,441.81155319335255,1.7596327905627474
Georgia,2020,426.922508193889,1.7865557587645742
Georgia,2021,423.58338324996794,1.592406246130355
Georgia,2022,458.6094457348125,1.6078768198308133
Georgia,2023,508.40141939870364,1.6586480840536224
Georgia,2024,632.3472739027155,1.8640294179456425
Germany,2018,50459.20663423516,1.148141457770472
Germany,2019,55350.650530960505,1.240148463314172
Germany,2020,58975.73422327501,1.3559899351232891
Germany,2021,58457.69860240413,1.2998237434923814
Germany,2022,61110.135064451206,1.3503051456175628
Germany,2023,67285.19863786241,1.487963326205636
Germany,2024,86301.28701969642,1.8919037720549365
Greece,2018,5990.865575178422,2.700541082097663
Greece,2019,5890.721719518047,2.596483671103052
Greece,2020,6283.63406807117,3.0231076572883397
Greece,2021,8601.919670729663,3.8024736784176394
Greece,2022,9294.465842906508,4.000352461433729
Greece,2023,7014.878933107463,2.8832547263344512
Greece,2024,7785.631037775642,3.1279753655014857
Hungary,2018,1861.2112272854827,1.0022045285225802
Hungary,2019,2626.590311224733,1.3278252273401594
Hungary,2020,3403.6065026975543,1.7462815241328602
Hungary,2021,2776.0155158749367,1.3152099359745686
Hungary,2022,4020.7091722952914,1.8331481717365397
Hungary,2023,4355.478069889931,2.049510967969715
Hungary,2024,4718.443186693607,2.1563098044666513
Iceland,2018,0.0,
Iceland,2019,0.0,
Iceland,2020,0.0,
Iceland,2021,0.0,
Iceland,2022,0.0,
Iceland,2023,0.0,
Iceland,2024,0.0,
Ireland,2018,1195.9910152121347,0.28011225503386566
Ireland,2019,1255.4914215832384,0.2732935085592615
Ireland,2020,1272.4000715158113,0.26268477760283354
Ireland,2021,1327.510292964705,0.23863769271282365
Ireland,2022,1271.3154149693503,0.21250238091446838
Ireland,2023,1269.225284246827,0.23037471100304444
Ireland,2024,1307.202544292824,0.23909633249552423
Italy,2018,30429.849382747365,1.354433179482945
Italy,2019,29597.90480694063,1.3061167136383198
Italy,2020,36337.30758545161,1.7298495896945405
Italy,2021,37829.30318913095,1.662863877778727
Italy,2022,37638.82211215955,1.6516425262019587
Italy,2023,36933.180928345166,1.6064604092835653
Italy,2024,37444.044956661644,1.6092456124584358
Kazakhstan,2018,1813.991630462809,0.835625758457601
Kazakhstan,2019,2366.517646305267,1.0209163668913428
Kazakhstan,2020,2002.1492187148926,0.9071886761927235
Kazakhstan,2021,1988.6772226392766,0.819281683646492
Kazakhstan,2022,1349.6111346618693,0.517435849596282
Kazakhstan,2023,1164.302584933854,0.44077567308194765
Kazakhstan,2024,1145.0258769711013,0.42842846956593966
Kosovo,2018,72.19121261083384,0.8044205884424966
Kosovo,2019,76.88779744020191,0.8317259929962005
Kosovo,2020,90.57969900646762,1.023038902237141
Kosovo,2021,85.16345691983477,0.8459298782211824
Kosovo,2022,115.99268268617527,1.1500461457350886
Kosovo,2023,133.18546592279202,1.2735135179807584
Kosovo,2024,161.98947369087975,1.4765963957412727
Latvia,2018,883.0675510287554,2.1347300221859187
Latvia,2019,883.2153691305876,2.090168022113572
Latvia,2020,928.3436796623946,2.2275952168637514
Latvia,2021,961.0330972619172,2.1557798750514943
Latvia,2022,958.1145323026443,2.254619310576192
Latvia,2023,1253.7964399462408,2.970169569208079
Latvia,2024,1404.7713519101135,3.2579915453517065
Lithuania,2018,1369.2556748688598,1.9478793296370083
Lithuania,2019,1460.6089791677566,1.984190119313552
Lithuania,2020,1521.5862239014134,2.049155580230282
Lithuania,2021,1559.3485581962402,1.9495529204279087
Lithuania,2022,1943.968047456773,2.444575878772219
Lithuania,2023,2162.912001244593,2.7130005288797086
Lithuania,2024,2602.0612717950917,3.118174864402894
Luxembourg,2018,377.28025238593074,0.5006556426618753
Luxembourg,2019,420.0935843491559,0.546198379988419
Luxembourg,2020,455.77866574294154,0.5780770822239638
Luxembourg,2021,406.4074200264493,0.4712492361201899
Luxembourg,2022,543.3721927015657,0.6253257752600024
Luxembourg,2023,662.4924663457451,0.7731794218102402
Luxembourg,2024,849.4051607445662,0.9626791570256221
Macedonia,2018,143.74870782646784,0.9431087326702309
Macedonia,2019,183.76648241709515,1.1591162855325745
Macedonia,2020,187.7842026585182,1.2405865698042595
Macedonia,2021,232.31896096647964,1.4537088910862452
Macedonia,2022,247.44970317231508,1.5805975466654243
Macedonia,2023,266.629712724026,1.6932281551281594
Macedonia,2024,341.79486684540603,2.1035286342681756
Malta,2018,70.89400437855124,0.41417663261111665
Malta,2019,88.26696075144186,0.49125818567028734
Malta,2020,92.60636432331737,0.5276742905116238
Malta,2021,89.63787505901097,0.44608515556213796
Malta,2022,85.30105311867374,0.4118349817510417
Malta,2023,112.63672153534341,0.5048662536281094
Malta,2024,106.28245199591562,0.45112331948724815
Moldova,2018,57.731897532755056,0.3323237432405494
Moldova,2019,65.46262276418989,0.3621223791055156
Moldova,2020,65.02948374260704,0.3854632757299409
Moldova,2021,72.09167529320457,0.3705799249243689
Moldova,2022,61.693517787906146,0.36005900885684783
Moldova,2023,94.36290535631728,0.5706126601884454
Moldova,2024,103.15856369255985,0.5977808384911346
Montenegro,2018,86.80664590235243,1.3692948727571397
Montenegro,2019,89.48893576288442,1.3344119643203411
Montenegro,2020,98.79430041462145,1.738027260455615
Montenegro,2021,102.19739432990357,1.5552801950305946
Montenegro,2022,109.5964884354626,1.573037083952142
Montenegro,2023,114.26052609971435,1.518751395647232
Montenegro,2024,143.876509509229,1.8325353927047539
Netherlands,2018,12401.872177306359,1.1961416179647975
Netherlands,2019,13754.461159777145,1.2918084233284766
Netherlands,2020,14546.001242187329,1.4060771890459214
Netherlands,2021,15022.001945843775,1.3653749088665807
Netherlands,2022,14540.677806856775,1.3041999557263892
Netherlands,2023,16624.82011745844,1.4413651567676629
Netherlands,2024,22439.23472136319,1.916425417591194
Norway,2018,6939.502549080918,1.7152973747833473
Norway,2019,7342.408239028987,1.843735378184272
Norway,2020,7438.901973502925,1.965983692394358
Norway,2021,7656.294550273256,1.676321846948992
Norway,2022,8348.207389161571,1.4643696162881754
Norway,2023,8797.762486630761,1.813147371501024
Norway,2024,10285.498860115124,2.0912411119317467
Poland,2018,14591.354029800323,2.0247282182281787
Poland,2019,14837.062180559351,1.9533831850501897
Poland,2020,16980.051673787362,2.2630537189540516
Poland,2021,17836.407900433715,2.2171632880183414
Poland,2022,18057.22055878816,2.204589064288824
Poland,2023,26342.764301582567,3.269804592531184
Poland,2024,34488.34588225215,4.154393879753561
Portugal,2018,3395.186016607664,1.3414788187372648
Portugal,2019,3626.141967454916,1.373957500422106
Portugal,2020,3528.144651806001,1.426136110539825
Portugal,2021,3989.581918326675,1.516441040825452
Portugal,2022,3821.499874539056,1.3899985786024562
Portugal,2023,4236.15282561441,1.4664284816808189
Portugal,2024,4522.613595176795,1.5322682274525457
Romania,2018,5284.960581862103,1.7914442350029498
Romania,2019,5785.154499053642,1.8307902409607602
Romania,2020,6188.203306730759,2.00415209230412
Romania,2021,6053.264686418519,1.8476290228643353
Romania,2022,5871.915954219545,1.7501169527510887
Romania,2023,5628.033535951843,1.6035795616725894
Romania,2024,8065.754523829307,2.29815245791591
Russian Federation,2018,62949.405053537914,3.7198224395643393
Russian Federation,2019,65770.95606627617,3.860337504370727
Russian Federation,2020,67316.15671184381,4.144717132419845
Russian Federation,2021,68649.75527153036,3.5759167884630205
Russian Federation,2022,88877.36819714293,4.607288840102347
Russian Federation,2023,109203.62473837858,5.402318441206858
Russian Federation,2024,150533.99675193994,7.052338645003664
Serbia,2018,1333.9252226284516,2.0172234705308636
Serbia,2019,1518.9842097271512,2.1822273779504133
Serbia,2020,1599.2882187803684,2.2953661339666698
Serbia,2021,2084.1287090217957,2.72904089938996
Serbia,2022,1680.6067500876995,2.172674068218982
Serbia,2023,1796.8794401048397,2.2080731869213492
Serbia,2024,2219.735090683099,2.5951398310571356
Slovakia,2018,1596.2253990159174,1.2162721124611722
Slovakia,2019,2279.8023504190433,1.7028480630959995
Slovakia,2020,2494.8592840512283,1.9041442947824019
Slovakia,2021,2351.34517487584,1.7124360479675111
Slovakia,2022,2368.0197170576744,1.8012769663901613
Slovakia,2023,2441.648912493896,1.8386108556287206
Slovakia,2024,2768.6932042723975,2.0107815284967616
Slovenia,2018,586.7172219225081,0.9867597179560763
Slovenia,2019,658.5003113353898,1.0625782397141719
Slovenia,2020,641.2217069959306,1.0654982010928995
Slovenia,2021,814.8762854430245,1.239844658243474
Slovenia,2022,855.5316147848685,1.295055227634839
Slovenia,2023,912.9174031227178,1.3213191955876389
Slovenia,2024,931.9137357362374,1.3100111648678823
Spain,2018,18944.551977261042,1.2456247587183116
Spain,2019,19128.265759195183,1.2246452528894243
Spain,2020,19114.459317962108,1.3542959970386481
Spain,2021,20036.930586349485,1.337689016523213
Spain,2022,21595.6208086112,1.4055469125943032
Spain,2023,23821.202155565446,1.4715775760115968
Spain,2024,23926.441391807988,1.4321073740691397
Sweden,2018,5755.351426800331,1.0400029714370613
Sweden,2019,6264.046895101532,1.096923120019438
Sweden,2020,6518.998435185156,1.1500946628326194
Sweden,2021,7185.630661936928,1.1899263588048474
Sweden,2022,7962.976735266677,1.331476619233477
