country,year,milex_constant_usd_m,milex_share_gdp,sipri_available,country_code,wb_milex_pct_gdp,worldbank_available,total_events,total_fatalities,total_pop_exposure,battles,explosions_remote_violence,protests,riots,strategic_developments,violence_against_civilians,acled_available,gdp_pct,nato_2pct_threshold,conflict_zone
San Marino,2020,,,0,,,0,5.0,0.0,7098.0,0.0,0.0,2.0,0.0,3.0,0.0,1,,0,Other
San Marino,2021,,,0,,,0,11.0,0.0,31447.0,0.0,0.0,11.0,0.0,0.0,0.0,1,,0,Other
San Marino,2022,,,0,,,0,12.0,0.0,32506.0,0.0,0.0,12.0,0.0,0.0,0.0,1,,0,Other
San Marino,2023,,,0,,,0,2.0,0.0,6924.0,0.0,0.0,2.0,0.0,0.0,0.0,1,,0,Other
San Marino,2024,,,0,,,0,3.0,0.0,10311.0,0.0,0.0,3.0,0.0,0.0,0.0,1,,0,Other
Serbia,2018,1333.9252226284516,2.0172234705308636,1,SRB,2.01722347053086,1,230.0,5.0,3554610.0,0.0,15.0,198.0,5.0,2.0,10.0,1,2.0172234705308636,1,Other
Serbia,2019,1518.9842097271512,2.1822273779504133,1,SRB,2.18222737795041,1,1067.0,1.0,8876214.0,1.0,12.0,1005.0,18.0,15.0,16.0,1,2.1822273779504133,1,Other
Serbia,2020,1599.2882187803684,2.2953661339666698,1,SRB,2.29536613396667,1,411.0,0.0,3535452.0,0.0,0.0,388.0,13.0,7.0,3.0,1,2.2953661339666698,1,Other
Serbia,2021,2084.1287090217957,2.72904089938996,1,SRB,2.72904089938996,1,396.0,1.0,3355305.0,0.0,0.0,379.0,4.0,8.0,5.0,1,2.72904089938996,1,Other
Serbia,2022,1680.6067500876995,2.172674068218982,1,SRB,2.17267406821898,1,394.0,0.0,2881701.0,0.0,0.0,381.0,5.0,6.0,2.0,1,2.172674068218982,1,Other
Serbia,2023,1796.8794401048397,2.2080731869213492,1,SRB,2.20807318692135,1,500.0,18.0,4330543.0,0.0,0.0,485.0,1.0,7.0,7.0,1,2.2080731869213492,1,Other
Serbia,2024,2219.735090683099,2.5951398310571356,1,SRB,2.59513983105714,1,597.0,3.0,4955765.0,2.0,0.0,552.0,9.0,17.0,17.0,1,2.5951398310571356,1,Other
Slovakia,2018,1596.2253990159174,1.2162721124611722,1,SVK,1.21627211246117,1,,,,,,,,,,0,1.2162721124611722,0,Other
Slovakia,2019,2279.8023504190433,1.7028480630959995,1,SVK,1.702848063096,1,,,,,,,,,,0,1.7028480630959995,0,Other
Slovakia,2020,2494.8592840512283,1.9041442947824019,1,SVK,1.9041442947824,1,152.0,0.0,759269.0,0.0,0.0,140.0,6.0,6.0,0.0,1,1.9041442947824019,0,Other
Slovakia,2021,2351.34517487584,1.7124360479675111,1,SVK,1.71243604796751,1,110.0,0.0,715808.0,0.0,0.0,103.0,5.0,1.0,1.0,1,1.7124360479675111,0,Other
Slovakia,2022,2368.0197170576744,1.8012769663901613,1,SVK,1.80127696639016,1,215.0,2.0,691559.0,0.0,0.0,84.0,3.0,126.0,2.0,1,1.8012769663901613,0,Other
Slovakia,2023,2441.648912493896,1.8386108556287206,1,SVK,1.83861085562872,1,107.0,0.0,596137.0,0.0,0.0,102.0,1.0,4.0,0.0,1,1.8386108556287206,0,Other
Slovakia,2024,2768.6932042723975,2.0107815284967616,1,SVK,2.01078152849676,1,213.0,1.0,1361931.0,0.0,0.0,198.0,0.0,12.0,3.0,1,2.0107815284967616,1,Other
Slovenia,2018,586.7172219225081,0.9867597179560763,1,SVN,0.986759717956076,1,,,,,,,,,,0,0.9867597179560763,0,Other
Slovenia,2019,658.5003113353898,1.0625782397141719,1,SVN,1.06257823971417,1,,,,,,,,,,0,1.0625782397141719,0,Other
Slovenia,2020,641.2217069959306,1.0654982010928995,1,SVN,1.0654982010929,1,136.0,0.0,572675.0,0.0,0.0,133.0,1.0,2.0,0.0,1,1.0654982010928995,0,Other
Slovenia,2021,814.8762854430245,1.239844658243474,1,SVN,1.23984465824347,1,143.0,0.0,681979.0,0.0,0.0,137.0,3.0,2.0,1.0,1,1.239844658243474,0,Other
Slovenia,2022,855.5316147848685,1.295055227634839,1,SVN,1.29505522763484,1,77.0,0.0,320352.0,0.0,0.0,64.0,0.0,11.0,2.0,1,1.295055227634839,0,Other
Slovenia,2023,912.9174031227178,1.3213191955876389,1,SVN,1.32131919558764,1,100.0,0.0,474497.0,0.0,0.0,89.0,5.0,6.0,0.0,1,1.3213191955876389,0,Other
Slovenia,2024,931.9137357362374,1.3100111648678823,1,SVN,1.31001116486788,1,126.0,1.0,582027.0,0.0,0.0,104.0,7.0,14.0,1.0,1,1.3100111648678823,0,Other
Spain,2018,18944.551977261042,1.2456247587183116,1,ESP,1.24562475871831,1,,,,,,,,,,0,1.2456247587183116,0,Other
Spain,2019,19128.265759195183,1.2246452528894243,1,ESP,1.22464525288942,1,6.0,0.0,122658.0,0.0,0.0,6.0,0.0,0.0,0.0,1,1.2246452528894243,0,Other
Spain,2020,19114.459317962108,1.3542959970386481,1,ESP,1.35429599703865,1,3492.0,1.0,50148314.0,0.0,0.0,3343.0,131.0,14.0,4.0,1,1.3542959970386481,0,Other
Spain,2021,20036.930586349485,1.337689016523213,1,ESP,1.33768901652321,1,4768.0,4.0,61971188.0,1.0,0.0,4492.0,243.0,25.0,7.0,1,1.337689016523213,0,Other
Spain,2022,21595.6208086112,1.4055469125943032,1,ESP,1.4055469125943,1,3972.0,0.0,45350689.0,0.0,1.0,3873.0,74.0,21.0,3.0,1,1.4055469125943032,0,Other
Spain,2023,23821.202155565446,1.4715775760115968,1,ESP,1.4715775760116,1,3210.0,0.0,41331006.0,0.0,0.0,3180.0,27.0,1.0,2.0,1,1.4715775760115968,0,Other
Spain,2024,23926.441391807988,1.4321073740691397,1,ESP,1.43210737406914,1,3914.0,1.0,48094722.0,0.0,1.0,3849.0,56.0,5.0,3.0,1,1.4321073740691397,0,Other
Sweden,2018,5755.351426800331,1.0400029714370613,1,SWE,1.04000297143706,1,,,,,,,,,,0,1.0400029714370613,0,Other
Sweden,2019,6264.046895101532,1.096923120019438,1,SWE,1.09692312001944,1,7.0,0.0,30572.0,0.0,0.0,7.0,0.0,0.0,0.0,1,1.096923120019438,0,Other
Sweden,2020,6518.998435185156,1.1500946628326194,1,SWE,1.15009466283262,1,973.0,1.0,3257426.0,1.0,1.0,902.0,28.0,36.0,5.0,1,1.1500946628326194,0,Other
Sweden,2021,7185.630661936928,1.1899263588048474,1,SWE,1.18992635880485,1,1248.0,0.0,3242073.0,0.0,0.0,1240.0,3.0,5.0,0.0,1,1.1899263588048474,0,Other
Sweden,2022,7962.976735266677,1.331476619233477,1,SWE,1.33147661923348,1,1515.0,0.0,4201749.0,0.0,0.0,1483.0,15.0,13.0,4.0,1,1.331476619233477,0,Other
Sweden,2023,8754.872951012165,1.50126036606591,1,SWE,1.50126036606591,1,1457.0,0.0,3535178.0,0.0,0.0,1451.0,3.0,3.0,0.0,1,1.50126036606591,0,Other
Sweden,2024,11718.548095512184,1.9977173881016819,1,SWE,1.99771738810168,1,1198.0,0.0,2980343.0,0.0,0.0,1163.0,2.0,30.0,3.0,1,1.9977173881016819,0,Other
Switzerland,2018,5407.350292064421,0.6528765697939883,1,CHE,0.652876569793988,1,,,,,,,,,,0,0.6528765697939883,0,Other
Switzerland,2019,5805.930882317007,0.6963243247604625,1,CHE,0.696324324760463,1,,,,,,,,,,0,0.6963243247604625,0,Other
Switzerland,2020,6305.306041862883,0.7725589732276742,1,CHE,0.772558973227674,1,171.0,0.0,2064690.0,0.0,0.0,165.0,3.0,2.0,1.0,1,0.7725589732276742,0,Other
Switzerland,2021,5839.829547838798,0.67289247365512,1,CHE,0.67289247365512,1,235.0,0.0,2675819.0,0.0,0.0,218.0,12.0,4.0,1.0,1,0.67289247365512,0,Other
Switzerland,2022,6111.754152516598,0.6820613026440328,1,CHE,0.682061302644033,1,194.0,2.0,2302752.0,1.0,0.0,187.0,3.0,2.0,1.0,1,0.6820613026440328,0,Other
Switzerland,2023,6289.176348464885,0.7056590215964239,1,CHE,0.705659021596424,1,194.0,0.0,2282865.0,0.0,0.0,185.0,6.0,3.0,0.0,1,0.7056590215964239,0,Other
Switzerland,2024,6483.709492308506,0.7178120776711443,1,CHE,0.717812077671144,1,183.0,0.0,2182221.0,0.0,0.0,177.0,4.0,1.0,1.0,1,0.7178120776711443,0,Other
Tajikistan,2018,97.86529645504483,1.0485652767418623,1,TJK,1.04856527674186,1,31.0,65.0,1011556.0,1.0,1.0,8.0,2.0,7.0,12.0,1,1.0485652767418623,0,Central Asia
Tajikistan,2019,96.10243265508495,0.9969662495259765,1,TJK,0.996966249525976,1,40.0,65.0,1272303.0,1.0,1.0,6.0,9.0,11.0,12.0,1,0.9969662495259765,0,Central Asia
Tajikistan,2020,89.73412053044929,0.9479739869934967,1,TJK,0.947973986993497,1,26.0,2.0,520440.0,1.0,0.0,13.0,3.0,4.0,5.0,1,0.9479739869934967,0,Central Asia
Tajikistan,2021,105.84179722581696,1.0026118959990502,1,TJK,1.00261189599905,1,23.0,20.0,385167.0,5.0,0.0,3.0,6.0,5.0,4.0,1,1.0026118959990502,0,Central Asia
Tajikistan,2022,215.6179270649526,1.9308962406794596,1,TJK,1.93089624067946,1,35.0,72.0,999516.0,12.0,6.0,6.0,0.0,5.0,6.0,1,1.9308962406794596,0,Central Asia
Tajikistan,2023,285.06344990408735,2.3964212615518203,1,TJK,2.39642126155182,1,10.0,5.0,73860.0,2.0,0.0,2.0,0.0,4.0,2.0,1,2.3964212615518203,1,Central Asia
Tajikistan,2024,234.44863772222084,1.8477497583936482,1,TJK,1.84774975839365,1,8.0,0.0,14268.0,0.0,0.0,1.0,0.0,7.0,0.0,1,1.8477497583936482,0,Central Asia
Turkmenistan,2018,,,0,,,0,7.0,25.0,193659.0,1.0,0.0,1.0,2.0,1.0,2.0,1,,0,Central Asia
Turkmenistan,2019,,,0,,,0,15.0,8.0,412188.0,3.0,0.0,1.0,2.0,4.0,5.0,1,,0,Central Asia
Turkmenistan,2020,,,0,,,0,16.0,1.0,263330.0,1.0,0.0,7.0,3.0,3.0,2.0,1,,0,Central Asia
Turkmenistan,2021,,,0,,,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,,0,Central Asia
Turkmenistan,2022,,,0,,,0,3.0,0.0,17509.0,0.0,0.0,2.0,0.0,1.0,0.0,1,,0,Central Asia
Turkmenistan,2023,,,0,,,0,4.0,1.0,145613.0,0.0,0.0,1.0,1.0,1.0,1.0,1,,0,Central Asia
Turkmenistan,2024,,,0,,,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,,0,Central Asia
Ukraine,2018,5782.799949379168,3.635166079928051,1,UKR,3.63516607992805,1,15222.0,897.0,62061430.0,8050.0,5147.0,1291.0,156.0,455.0,123.0,1,3.635166079928051,1,Other
Ukraine,2019,6700.552181793033,4.067937650375968,1,UKR,4.06793765037597,1,16537.0,409.0,52717099.0,7841.0,6817.0,1431.0,128.0,196.0,124.0,1,4.067937650375968,1,Other
Ukraine,2020,7436.04812371248,4.400314702767075,1,UKR,4.40031470276707,1,9898.0,121.0,32967147.0,3356.0,4941.0,1363.0,90.0,89.0,59.0,1,4.400314702767075,1,Other
Ukraine,2021,6882.835827212257,3.425491995628571,1,UKR,3.42549199562857,1,8585.0,149.0,28977588.0,2405.0,4822.0,1170.0,43.0,107.0,38.0,1,3.425491995628571,1,Other
Ukraine,2022,41205.16499110891,25.642410471541567,1,UKR,25.6424104715416,1,44601.0,41173.0,278120094.0,7572.0,31996.0,294.0,7.0,3696.0,1036.0,1,25.642410471541567,1,Russia-Ukraine War
Ukraine,2023,64908.02532704769,36.52817250772237,1,UKR,36.5281725077224,1,57968.0,39746.0,194633686.0,10998.0,43538.0,134.0,0.0,3197.0,101.0,1,36.52817250772237,1,Russia-Ukraine War
Ukraine,2024,66784.43488734844,34.481529770189226,1,UKR,34.4815297701892,1,55844.0,73641.0,217835378.0,17439.0,35517.0,340.0,5.0,2442.0,101.0,1,34.481529770189226,1,Russia-Ukraine War
United Kingdom,2018,63059.99739857118,1.9445556947345728,1,GBR,1.94455569473457,1,,,,,,,,,,0,1.9445556947345728,0,Other
United Kingdom,2019,65679.54544717727,1.9852537309958591,1,GBR,1.98525373099586,1,14.0,0.0,73026.0,0.0,0.0,14.0,0.0,0.0,0.0,1,1.9852537309958591,0,Other
United Kingdom,2020,66722.81795701603,2.1630403054738663,1,GBR,2.16304030547387,1,2350.0,5.0,14014151.0,2.0,0.0,2182.0,114.0,39.0,13.0,1,2.1630403054738663,1,Other
United Kingdom,2021,67749.78404328419,2.0724174824975936,1,GBR,2.07241748249759,1,1730.0,5.0,10820347.0,0.0,0.0,1585.0,106.0,24.0,15.0,1,2.0724174824975936,1,Other
United Kingdom,2022,68878.27865246803,2.0569185546253443,1,GBR,2.05691855462534,1,1808.0,0.0,9787523.0,0.0,1.0,1738.0,45.0,18.0,6.0,1,2.0569185546253443,1,Other
United Kingdom,2023,75303.38748001808,2.2306397390432235,1,GBR,2.23063973904322,1,1124.0,1.0,6817419.0,0.0,0.0,1084.0,24.0,11.0,5.0,1,2.2306397390432235,1,Other
United Kingdom,2024,77389.95642650948,2.278617790112704,1,GBR,2.2786177901127,1,1047.0,0.0,7408360.0,0.0,1.0,923.0,72.0,44.0,7.0,1,2.278617790112704,1,Other
United States,2018,,,0,USA,3.3040005391035,1,,,,,,,,,,0,3.3040005391035,1,Other
United States,2019,,,0,USA,3.40921408383721,1,,,,,,,,,,0,3.40921408383721,1,Other
United States,2020,,,0,USA,3.64518757294704,1,,,,,,,,,,0,3.64518757294704,1,Other
United States,2021,,,0,USA,3.40451991574826,1,,,,,,,,,,0,3.40451991574826,1,Other
United States,2022,,,0,USA,3.30947715843109,1,,,,,,,,,,0,3.30947715843109,1,Other
United States,2023,,,0,USA,3.304441637598,1,,,,,,,,,,0,3.304441637598,1,Other
United States,2024,,,0,USA,3.41921653228044,1,,,,,,,,,,0,3.41921653228044,1,Other
Uzbekistan,2018,1749.9779323380778,2.8666198103552447,1,UZB,2.86661981035524,1,28.0,2.0,531257.0,0.0,0.0,11.0,3.0,3.0,11.0,1,2.8666198103552447,1,Central Asia
Uzbekistan,2019,,,0,,,0,85.0,3.0,1289833.0,0.0,0.0,47.0,11.0,12.0,15.0,1,,0,Central Asia
Uzbekistan,2020,,,0,,,0,224.0,4.0,2299442.0,0.0,0.0,181.0,17.0,3.0,23.0,1,,0,Central Asia
Uzbekistan,2021,,,0,,,0,284.0,4.0,2935380.0,0.0,1.0,239.0,17.0,3.0,24.0,1,,0,Central Asia
Uzbekistan,2022,,,0,,,0,162.0,29.0,1971016.0,0.0,1.0,116.0,13.0,1.0,31.0,1,,0,Central Asia
Uzbekistan,2023,,,0,,,0,121.0,3.0,2061758.0,0.0,0.0,82.0,10.0,0.0,29.0,1,,0,Central Asia
Uzbekistan,2024,,,0,,,0,111.0,3.0,1315906.0,0.0,0.0,90.0,3.0,3.0,15.0,1,,0,Central Asia
Vatican City,2020,,,0,,,0,3.0,0.0,16354.0,0.0,0.0,2.0,0.0,1.0,0.0,1,,0,Other
Vatican City,2022,,,0,,,0,1.0,0.0,8125.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,0,Other
Vatican City,2023,,,0,,,0,2.0,0.0,16218.0,0.0,0.0,2.0,0.0,0.0,0.0,1,,0,Other
Vatican City,2024,,,0,,,0,2.0,0.0,16182.0,0.0,0.0,2.0,0.0,0.0,0.0,1,,0,Other
